#REFDATE 2006-10-01 00:00:00
#     Time        WW       Cap      Tair      Patm      Hrel      Nebu    Pr?ip.
     T         WINDS     WINDD      TAIR      PATM      HREL      CLDC    RAINC
      sec       m/s         ?        ?C      mbar         %      octa m3/s/m2*e-8
  14558400      8.6        280     16.9    1011.9         53         1 7.452E-02
  14569200         7       270     18.5    1008.2         52         1 6.588E-02
  14580000      6.2        270     14.8    1006.7         63         7 5.616E-02
  14590800      7.2        280     12.9    1005.7         70         7 4.644E-02
  14601600      5.9        270     12.1    1002.9         77         7 3.780E-02
  14612400      7.6        280     12.3        999        75         8 2.808E-02
  14623200     12.5        320     10.2     995.2         57         7 1.836E-02
  14634000      7.9        290        11       994        52         7 9.720E-03
  14644800      9.9        280     13.8     990.4         47         5 0.000E+00
  14655600     18.5        320     12.1     988.5         36         5 0.000E+00
  14666400     10.5        330      8.4     990.3         43         3 0.000E+00
  14677200     12.2        320      6.6     990.8         54         2 0.000E+00
  14688000     12.8        310      5.3     990.3         65         1 0.000E+00
  14698800     13.5        320      5.1     989.2         63         1 0.000E+00
  14709600     16.6        330      4.9     988.7         66         7 0.000E+00
  14720400     18.9        330      6.9     988.7         53         6 0.000E+00
  14731200     20.1        330         8    987.8         50         6 0.000E+00
  14742000     18.8        340      7.8     987.4         51         7 0.000E+00
  14752800     15.3        340      6.2     989.2         57         7 0.000E+00
  14763600     10.2        330      5.7     991.1         58         7 0.000E+00
  14774400      9.6        350      5.3     991.8         56         7 0.000E+00
  14785200      4.1        360      4.9     992.7         54         7 0.000E+00
  14796000      9.2        340      4.5     994.3         59         7 0.000E+00
  14806800     11.4        340      8.4     995.4         50         6 0.000E+00
  14817600     14.5        330     11.1     995.6         41         4 0.000E+00
  14828400     13.7        340     11.1     996.1         45         3 0.000E+00
  14839200     10.7        350      8.3     998.7         54         6 0.000E+00
  14850000      8.3        340      7.1    1001.1         52         7 0.000E+00
  14860800      5.5        340      5.3    1002.2         56         1 0.000E+00
  14871600      3.2        350         4      1003        61         1 0.000E+00
  14882400      7.8        340      4.5    1004.5         66         1 0.000E+00
  14893200     13.6        340      8.4       1005        50         1 0.000E+00
  14904000     15.9        330      9.6    1004.9         46         7 0.000E+00
  14914800     16.7        330      9.5    1003.8         44         7 0.000E+00
  14925600        14       330      7.1       1005        61         2 0.000E+00
  14936400        11       340      5.6    1006.8         69         1 0.000E+00
  14947200      7.3        330      4.8    1006.8         70         1 0.000E+00
  14958000      9.4        340      4.6       1005        71         1 0.000E+00
  14968800      9.7        330         6   1004.1         66         5 0.000E+00
  14979600     14.4        320      8.6    1002.5         54         7 0.000E+00
  14990400     14.1        320     11.1    1002.6         42         4 0.000E+00
  15001200     15.3        320     11.6    1001.1         26         6 0.000E+00
  15012000     13.4        330      9.3    1001.8         37         6 0.000E+00
  15022800     12.6        320      7.7    1002.1         45         3 0.000E+00
  15033600      8.8        320      6.5    1002.2         52         4 0.000E+00
  15044400     10.7        310      5.8    1001.2         62         4 0.000E+00
  15055200      8.2        330      5.2    1000.9         68         1 0.000E+00
  15066000      9.2        330         9   1000.3         58         3 0.000E+00
  15076800     12.1        330     11.5     999.7         43         3 0.000E+00
  15087600     11.4        330     11.4     999.4         43         2 0.000E+00
  15098400      6.6        320      8.7    1001.6         52         3 0.000E+00
  15109200      7.1        310      6.4    1002.8         65         1 0.000E+00
  15120000         4       300      4.6    1003.7         77         1 0.000E+00
  15130800         1       120      1.6    1004.4         83         1 0.000E+00
  15141600      0.9        130      0.1    1005.4         87         3 0.000E+00
  15152400      1.9        280      6.5    1006.5         67         4 0.000E+00
  15163200      3.8        290     12.5    1006.8         41         1 0.000E+00
  15174000      5.8        260     13.9    1006.8         48         1 0.000E+00
  15184800      1.1        230     10.5    1008.5         64         1 0.000E+00
  15195600      2.6        110      7.3    1010.1         74         0 0.000E+00
  15206400      3.3        110      5.5    1010.5         82         0 0.000E+00
  15217200         3       120      4.4    1010.8         87         1 0.000E+00
  15228000      0.8        140      4.4    1011.8         86         2 0.000E+00
  15238800      1.8        320     10.4       1013        71         4 0.000E+00
  15249600         3       260     14.7    1012.7         52         4 0.000E+00
  15260400      3.6        210     15.4    1011.7         48         2 0.000E+00
  15271200      2.5        210     12.6    1012.8         61         5 0.000E+00
  15282000      2.3        120     10.8    1013.6         72         6 0.000E+00
  15292800      1.6         80      9.8    1013.8         75         5 0.000E+00
  15303600      2.4        100      9.4    1012.9         80         5 0.000E+00
  15314400      0.5        200      9.2    1012.5         78         5 0.000E+00
  15325200         1       280     13.3    1012.5         59         4 0.000E+00
  15336000         5       180     14.6    1012.5         55         7 0.000E+00
  15346800      5.5        160     14.7    1011.4         52         5 0.000E+00
  15357600      3.8         50     11.5       1012        70         7 0.000E+00
  15368400      1.7         70      9.4    1012.8         77         3 0.000E+00
  15379200         1       160      7.7    1012.3         79         2 0.000E+00
  15390000      3.6         90      7.5    1011.7         80         2 0.000E+00
  15400800      2.6         80      7.6    1011.5         77         4 0.000E+00
  15411600         3        60     14.2    1011.4         55         2 0.000E+00
  15422400      3.9        260     16.7    1010.3         37         5 0.000E+00
  15433200      4.9        190     15.4    1009.6         56         4 0.000E+00
  15444000         2       340     12.9    1010.6         72         6 0.000E+00
  15454800      1.7         90     12.5    1012.1         49         6 0.000E+00
  15465600      0.5        150     10.2       1012        61         8 0.000E+00
  15476400      3.7         60      9.9    1011.6         65         5 0.000E+00
  15487200      1.7        130      8.6       1012        67         7 0.000E+00
  15498000         1        20     13.8    1012.2         57         1 0.000E+00
  15508800         6       260     17.6    1011.1         39         4 0.000E+00
  15519600         6       260     17.7    1009.5         39         3 0.000E+00
  15530400         4       180        14   1010.4         58         5 0.000E+00
  15541200         2       140     11.6    1010.8         74         3 0.000E+00
  15552000         2       140      9.4    1009.9         82         2 0.000E+00
  15562800         2       140      6.4    1008.9         88         0 0.000E+00
  15573600         2       140      7.3    1008.9         89         7 0.000E+00
